artist,song
Lil Nas X,DEAD RIGHT NOW
Lil Nas X,DOLLA SIGN SLIME
Lil Nas X,DONT WANT IT
Lil Nas X,LIFE AFTER SALEM
Lil Nas X,LOST IN THE CITADEL
Lil Nas X,ONE OF ME
Lil Nas X,SCOOP
Lil Nas X,TALES OF DOMINICA
Lil Nas X,THATS WHAT I WANT
Lil Nas X,VOID
Taylor Swift,Wildest Dreams
Billie Eilish,Bored
Coldplay,My Universe
Eminem,Without Me
Gunna,too easy
Gusttavo Lima,Nota de Repúdio - Ao Vivo
ITZY,LOCO
Joyner Lucas,Your Heart
KAROL G,SEJODIOTO
Adele,Rolling in the Deep
Farruko,El Incomprendido
MKTO,Classic
My Chemical Romance,Teenagers
Skylar Grey,Last One Standing
TWICE,The Feels
Tainy,Lo Siento BB:/
Tokischa,Linda
Zé Felipe,Revoada No Colchão
girl in red,we fell in love in october
Adele,Love In The Dark
Adele,Set Fire to the Rain
Avine Vinny,Coração Cachorro
Bizarrap,"Ptazeta: Bzrp Music Sessions, Vol. 45"
C. Tangana,Ateo
DJ Patrick Muniz,"Trava na Pose, Chama no Zoom, Da um Close"
Don Toliver,Flocky Flocky
Ivan Cornejo,Está Dañada
Jason Derulo,Acapulco
Justin Bieber,Red Eye
Måneskin,MAMMAMIA
Nardo Wick,Who Want Smoke??
RealestK,WFM
The Walters,I Love You So
aespa,Savage
Adele,All I Ask
Adele,Chasing Pavements
Adele,Easy On Me
Adele,Make You Feel My Love
BoyWithUke,Toxic
Camilo,Índigo
Coldplay,Let Somebody Go
Duki,Unfollow
Gabry Ponte,Thunder
Jaymes Young,Infinity
Kygo,Undeniable
NEIKED,Better Days
Playboi Carti,Sky
Stromae,Santé
Young Thug,Bubbly
Young Thug,Livin It Up
siouxxie sixxsta,masquerade
Benson Boone,Ghost Town
DJ Snake,SG
Khalid,Present
Lil Tjay,Not In The Mood
Monsieur Periné,Nuestra Canción
Swedish House Mafia,Moth To A Flame
ACRAZE,Do It To It
Amaarae,SAD GIRLZ LUV MONEY Remix
Camila Cabello,Oh Na Na
Ed Sheeran,2step
Ed Sheeran,Collide
Ed Sheeran,First Times
Ed Sheeran,Leave Your Life
Ed Sheeran,Love In Slow Motion
Ed Sheeran,Overpass Graffiti
Ed Sheeran,Stop The Rain
Ed Sheeran,The Joker And The Queen
Ed Sheeran,Tides
George Michael,Careless Whisper - Remastered
Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends
MEDUZA,Tell It To My Heart
PEDRO SAMPAIO,GALOPA
Rockwell,Somebody's Watching Me
Tiago PZK,Salimo de Noche
cakal,Mahvettim
Anuel AA,Dictadura
Bizarrap,"Anuel AA: Bzrp Music Sessions, Vol. 46"
Bruno Mars,Smokin Out The Window
Fuego,Una Vaina Loca
Jin,Yours
Marília Mendonça,Esqueça-Me Se For Capaz
Marília Mendonça,Todo Mundo Menos Você
Post Malone,One Right Now
Summer Walker,No Love
Taylor Swift,Enchanted
Tiësto,The Motto
Travis Scott,ESCAPE PLAN
Travis Scott,MAFIA
Trueno,FEEL ME??
Bruno Mars,777
Bruno Mars,After Last Night
Bruno Mars,Blast Off
Bruno Mars,Fly As Me
Bruno Mars,Put On A Smile
GAYLE,abcdefu
Juice WRLD,Already Dead
MC Levin,Ela me Falou Que Quer Rave
Paulo Pires,Ameaça
Polo G,Bad Man
ROSALÍA,LA FAMA
TINI,Bar
TWICE,SCIENTIST
Tate McRae,feel like shit
Taylor Swift,22
Taylor Swift,All Too Well
Taylor Swift,Babe
Taylor Swift,Begin Again
Taylor Swift,Better Man
Taylor Swift,Come Back...Be Here
Taylor Swift,Everything Has Changed
Taylor Swift,Forever Winter
Taylor Swift,Girl At Home
Taylor Swift,Holy Ground
Taylor Swift,I Almost Do
Taylor Swift,I Bet You Think About Me
Taylor Swift,I Knew You Were Trouble
Taylor Swift,Message In A Bottle
Taylor Swift,Nothing New
Taylor Swift,Red
Taylor Swift,Ronan
Taylor Swift,Run
Taylor Swift,Sad Beautiful Tragic
Taylor Swift,Starlight
Taylor Swift,State Of Grace
Taylor Swift,Stay Stay Stay
Taylor Swift,The Last Time
Taylor Swift,The Lucky One
Taylor Swift,The Moment I Knew
Taylor Swift,The Very First Night
Taylor Swift,Treacherous
Taylor Swift,We Are Never Ever Getting Back Together
Adele,All Night Parking (with Erroll Garner) Interlude
Adele,Can I Get It
Adele,Cry Your Heart Out
Adele,Hold On
Adele,I Drink Wine
Adele,Love Is A Game
Adele,My Little Love
Adele,Oh My God
Adele,Strangers By Nature
Adele,To Be Loved
Adele,Woman Like Me
Anuel AA,Súbelo
Blessd,Medallo
George Henrique & Rodrigo,Vai Lá Em Casa Hoje - Ao Vivo
Marracash,∞ LOVE
Marília Mendonça,Presepada
Sebastian Yatra,Tacones Rojos
The Rare Occasions,Notion
Trueno,DANCE CRIP
Emmy Meli,I AM WOMAN
Zé Felipe,Toma Toma Vapo Vapo
Ariana Grande,Just Look Up
Ed Sheeran,Merry Christmas
IVE,ELEVEN
Juice WRLD,Wandered To LA
Ninho,Jefe
SZA,I Hate U
Shawn Mendes,It'll Be Okay
Vundabar,Alien Blues
Bizarrap,"Morad: Bzrp Music Sessions, Vol. 47"
Juice WRLD,Burn
Juice WRLD,Doom
Juice WRLD,Feline
Juice WRLD,Girl Of My Dreams
Juice WRLD,Go Hard
Juice WRLD,Not Enough
Juice WRLD,Rockstar In His Prime
Juice WRLD,You Wouldn't Understand
Kodak Black,Super Gremlin
Rauw Alejandro,Desesperados
SALES,Pope Is a Rockstar
Amy Grant,White Christmas
Kelly Clarkson,"Santa, Can’t You Hear Me"
Lil Durk,Broadway Girls
Wizzard,I Wish It Could Be Christmas Everyday
Carolina Gaitán,We Don't Talk About Bruno
Ella Fitzgerald,Frosty The Snowman
Elley Duhé,MIDDLE OF THE NIGHT
Fireboy DML,Peru
Gusttavo Lima,Bloqueado - Ao Vivo
Mari Fernandez,Parada Louca
Slade,Merry Xmas Everybody
V,Christmas Tree
Xamã,Malvadão 3
Alesso,When I’m Gone
Arctic Monkeys,505
Bizarrap,"Tiago PZK: Bzrp Music Sessions, Vol. 48"
Black Eyed Peas,I Gotta Feeling
Bruno Mars,Locked out of Heaven
DJ Matt D,Pandora
Dímelo Flow,Se Le Ve
Edison Lighthouse,Love Grows
Imagine Dragons,Enemy - From the series Arcane League of Legends
JNR CHOI,TO THE MOON
Jessica Darrow,Surface Pressure
Jorge & Mateus,Molhando o Volante
David Kushner,Miserable Man
Diane Guerrero,What Else Can I Do?
Gunna,25k jacket
Gunna,alotta cake
Gunna,mop
Gunna,pushin P
Gunna,thought i was playing
Lauren Spencer Smith,Fingers Crossed
NIKI,Every Summertime
Sebastian Yatra,Dos Oruguitas
Stephanie Beatriz,The Family Madrigal
The Neighbourhood,Softcore
The Weeknd,A Tale By Quincy
The Weeknd,Best Friends
The Weeknd,Dawn FM
The Weeknd,Don’t Break My Heart
The Weeknd,Every Angel is Terrifying
The Weeknd,Gasoline
The Weeknd,Here We Go… Again
The Weeknd,How Do I Make You Love Me?
The Weeknd,I Heard You’re Married
The Weeknd,Is There Someone Else?
The Weeknd,Less Than Zero
The Weeknd,Out of Time
The Weeknd,Phantom Regret by Jim
The Weeknd,Sacrifice
The Weeknd,Starry Eyes
The Weeknd,Take My Breath
Tiago PZK,Entre Nosotros (Remix)
AP Dhillon,Excuses
Beach House,Space Song
Boza,Ella - Remix
Frank Ocean,Lost
Gunna,P power
Hugo & Guilherme,Mal Feito - Ao Vivo
Kep1er,WA DA DA
Labrinth,Formula
Luude,Down Under
Stromae,L’enfer
The Game,Eazy
Alvaro Diaz,Problemón
Charlie Puth,Light Switch
Chase Atlantic,Swim
Chefin,212
Lana Del Rey,Watercolor Eyes - From “Euphoria” An HBO Original Series
Muni Long,Hrs & Hrs
Stephanie Beatriz,Waiting On A Miracle
Anitta,Boys Don't Cry
ENHYPEN,Polaroid Love
Em Beihold,Numb Little Bug
La Pantera,Cayó La Noche
Mahmood,Brividi
Ryan Castro,Mujeriego
SiM,The Rumbling
The Chainsmokers,High
XXXTENTACION,vice city
Yung Lean,Ginseng Strip 2002
$NOT,Doja
Irama,Ovunque Sarai
Juice WRLD,Cigarettes
King Von,Don't Play That
La rappresentante di lista,Ciao Ciao
Labrinth,Mount Everest
Labrinth,When I R.I.P.
Nicki Minaj,Do We Have A Problem?
ROSALÍA,SAOKO
Red Hot Chili Peppers,Black Summer
Rkomi,INSUPERABILE
Tate McRae,she's all i wanna be
Zé Felipe,Malvada
mgk,emo girl
sangiovanni,farfalle
50 Cent,In Da Club
Bad Bunny,Si Estuviésemos Juntos
Becky G,MAMIII
Dove Cameron,Boyfriend
Dr. Dre,Still D.R.E.
Dr. Dre,The Next Episode
Eminem,Stan
Fivio Foreign,City of Gods
Future,Worst Day
Jung Kook,Stay Alive
Labrinth,Forever
Nicki Minaj,Bussin
Sia,Unstoppable
Christian Nodal,Ya No Somos Ni Seremos
Jack Harlow,Nail Tech
PEDRO SAMPAIO,DANÇARINA
Zion & Lennox,Yo Voy
Cris Mj,Una Noche en Medellín
Dj Guuga,Depende
Labrinth,All For Us
Labrinth,I’m Tired (with Zendaya) - Bonus Track
Rogerinho,Botadinha Saliente
Ryan Castro,Jordan
TREASURE,DARARI
Tyga,Freaky Deaky
Anitta,Envolver
Bizarrap,"Residente: Bzrp Music Sessions, Vol. 49"
C. Tangana,Demasiadas Mujeres
Camila Cabello,Bam Bam
Dave,Starlight
Dominic Fike,"Elliot's Song - From ""Euphoria"" An HBO Original Series"
Eden Muñoz,Chale
JVKE,this is what falling in love feels like
Miksu / Macloud,Sehnsucht
Nirvana,Something In The Way
Omah Lay,attention
Tulus,Hati-Hati di Jalan
Yeat,Monëy so big
mgk,ay!
Imagine Dragons,Bones
Imagine Dragons,Demons
Kevin Gates,Thinking with My Dick
Megan Thee Stallion,Sweetest Pie
(G)I-DLE,TOMBOY
4*TOWN (From Disney and Pixar’s Turning Red),Nobody Like U
Alejo,Pantysito
AnnenMayKantereit,Tom's Diner
BoyWithUke,IDGAF
Danny Ocean,Fuera del mercado
Davi Kneip,sentaDONA (Remix) s2
Demi Lovato,Cool for the Summer
Juice WRLD,Sometimes
Luan Santana,ABALO EMOCIONAL - Ao Vivo
Paulo Londra,Plan A
Pharrell Williams,Just a Cloud Away
ROSALÍA,BIZCOCHITO
ROSALÍA,CANDY
ROSALÍA,CHICKEN TERIYAKI
ROSALÍA,HENTAI
Stray Kids,MANIAC
The Weeknd,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track
UZI,ARASAN DA
WILLOW,Wait a Minute!
mgk,maybe
Daddy Yankee,PARA SIEMPRE
Daddy Yankee,REMIX
Daddy Yankee,RUMBATÓN
Daddy Yankee,X ÚLTIMA VEZ
Foo Fighters,Everlong
J Balvin,Sigue
Pharrell Williams,Just A Cloud Away
Red Velvet,Feel My Rhythm
Tate McRae,chaotic
Yahritza Y Su Esencia,Soy El Unico
mgk,make up sex
Ak4:20,Me Arrepentí
BIGBANG,Still Life
Duki,Si Quieren Frontear
Harry Styles,As It Was
Kehlani,up at night
Lil Tjay,In My Head
Shawn Mendes,When You're Gone
Teto,Fim de Semana no Rio
Troye Sivan,Angel Baby
Camila Cabello,psychofreak
Charlie Puth,That's Hilarious
David Guetta,Crazy What Love Can Do
Felipe Amorim,No Ouvidinho
IVE,LOVE DIVE
Jack Harlow,First Class
Lil Baby,Right On
Matuê,Vampiro
Paulo Londra,Chance
Pharrell Williams,Get Lucky (Radio Edit)
Conan Gray,Memories
Guns N' Roses,Sweet Child O' Mine
Jax Jones,Where Did You Go?
Lauren Spencer Smith,Flowers
Morgan Wallen,Don't Think Jesus
Mr.Kitty,After Dark
Bizarrap,"Paulo Londra: Bzrp Music Sessions, Vol. 23"
Jessi,ZOOM
Jimin,With you
KAROL G,PROVENZA
Kevin Kaarl,San Lucas
Leah Kate,10 Things I Hate About You
Mora,TUS LÁGRIMAS
Panic! At The Disco,House of Memories
Polimá Westcoast,ULTRA SOLO
Pusha T,Scrape It Off
Shae Gill,Pasoori
Shakira,Te Felicito
Southside,Hold That Heat
The Kid LAROI,THOUSAND MILES
cakal,İmdat
t-low,We Made It
Benson Boone,In The Stars
Future,712PM
Future,FOR A NUT
Future,GOLD STACKS
Future,I'M DAT N****
Future,I'M ON ONE
Future,KEEP IT BURNIN
Future,LOVE YOU BETTER
Future,MASSAGING ME
Future,PUFFIN ON ZOOTIEZ
Future,WAIT FOR U
Justin Bieber,Honest
Lizzo,About Damn Time
Luciano,Beautiful Girl
PSY,That That
The Goo Goo Dolls,Iris
A$AP Rocky,D.M.B.
Bad Bunny,Agosto
Bad Bunny,Aguacero
Bad Bunny,Andrea
Bad Bunny,Después de la Playa
Bad Bunny,Dos Mil 16
Bad Bunny,Efecto
Bad Bunny,El Apagón
Bad Bunny,Enséñame a Bailar
Bad Bunny,La Corriente
Bad Bunny,Me Fui de Vacaciones
Bad Bunny,Me Porto Bonito
Bad Bunny,Moscow Mule
Bad Bunny,Neverita
Bad Bunny,Ojitos Lindos
Bad Bunny,Otro Atardecer
Bad Bunny,Party
Bad Bunny,Tarot
Bad Bunny,Tití Me Preguntó
Bad Bunny,Un Coco
Bad Bunny,Un Ratito
Bad Bunny,Un Verano Sin Ti
Bad Bunny,Yo No Soy Celoso
Jack Harlow,Churchill Downs
Jack Harlow,Dua Lipa
Jack Harlow,I'd Do Anything To Make You Smile
Kendrick Lamar,The Heart Part 5
LE SSERAFIM,FEARLESS
Lady Gaga,Hold My Hand
Morgan Wallen,Thought You Should Know
Nicky Youre,Sunroof
Stephen Sanchez,Until I Found You
Taylor Swift,This Love
Chanel,SloMo
KALUSH,Stefania
Kendrick Lamar,Auntie Diaries
Kendrick Lamar,Count Me Out
Kendrick Lamar,Crown
Kendrick Lamar,Die Hard
Kendrick Lamar,Father Time
Kendrick Lamar,Mirror
Kendrick Lamar,Mother I Sober
Kendrick Lamar,Mr. Morale
Kendrick Lamar,N95
Kendrick Lamar,Purple Hearts
Kendrick Lamar,Rich - Interlude
Kendrick Lamar,Rich Spirit
Kendrick Lamar,Savior
Kendrick Lamar,Savior - Interlude
Kendrick Lamar,Silent Hill
Kendrick Lamar,United In Grief
Kendrick Lamar,We Cry Together
Kendrick Lamar,Worldwide Steppers
Morgan Wallen,You Proof
My Chemical Romance,The Foundations of Decay
Måneskin,SUPERMODEL
Post Malone,Cooped Up
Sam Ryder,SPACE MAN
Alonzo,TOUT VA BIEN
Chris Jedi,La Llevo Al Cielo
Harry Styles,Boyfriends
Harry Styles,Cinema
Harry Styles,Daydreaming
Harry Styles,Daylight
Harry Styles,Grapejuice
Harry Styles,Keep Driving
Harry Styles,Late Night Talking
Harry Styles,Little Freak
Harry Styles,Love Of My Life
Harry Styles,Matilda
Harry Styles,Music For a Sushi Restaurant
Harry Styles,Satellite
Jovem Dionisio,ACORDA PEDRINHO
Matheus Fernandes,Balanço da Rede
Morat,París
Paloma Faith,Only Love Can Hurt Like This
Calvin Harris,Potion
Imanbek,Belly Dancer
Kanye West,True Love
Kate Bush,Running Up That Hill
One Direction,Night Changes
Sleepy Hallow,Die Young
Victor Cibrian,En El Radio Un Cochinero
Childish Gambino,Me and Your Mama
Doja Cat,Vegas
James Hype,Ferrari
Musical Youth,Pass The Dutchie
OneRepublic,I Ain't Worried
Polo G,Distraction
Post Malone,Euthanasia
Post Malone,I Cannot Be
Post Malone,I Like You
Post Malone,Insane
Post Malone,Lemon Tree
Post Malone,Love/Hate Letter To Alcohol
Post Malone,Reputation
Post Malone,Wasting Angels
Post Malone,When I’m Alone
Post Malone,Wrapped Around Your Finger
Sidhu Moose Wala,295
Tears For Fears,Everybody Wants To Rule The World
Tiago PZK,Nos Comemos
BTS,Born Singer
BTS,For Youth
BTS,Run BTS
BTS,Yet To Come
Bizarrap,"Villano Antillano: Bzrp Music Sessions, Vol. 51"
Duki,Antes de Perderte
Halsey,So Good
Joji,Glimpse of Us
Marshmello,Numb
Pharrell Williams,Cash In Cash Out
Beyoncé,BREAK MY SOUL
Drake,A Keeper
Drake,Calling My Name
Drake,Currents
Drake,Down Hill
Drake,Falling Back
Drake,Flight's Booked
Drake,Intro
Drake,Jimmy Cooks
Drake,Liability
Drake,Massive
Drake,Overdrive
Drake,Sticky
Drake,Texts Go Green
Drake,Tie That Binds
Luke Combs,The Kind of Love We Make
Polimá Westcoast,ULTRA SOLO REMIX
Charlie Puth,Left and Right
Eminem,From The D 2 The LBC
Imagine Dragons,Sharks
Lil Nas X,Late To Da Party
NAYEON,POP!
Taylor Swift,Carolina - From The Motion Picture “Where The Crawdads Sing
Zé Felipe,Bandido
Cardi B,Hot Shit
DJ Robin,Layla
L7NNON,Ai Preto
Lasso,Ojos Marrones
MC Tairon,Baile no Morro
Manuel Turizo,La Bachata
Metallica,Master Of Puppets
Mora,LA INOCENTE
Tiësto,Hot In It
j-hope,MORE
Arctic Monkeys,I Wanna Be Yours
Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52"
Brent Faiyaz,ALL MINE
Brent Faiyaz,LOOSE CHANGE
Burna Boy,Last Last
Cigarettes After Sex,Apocalypse
Feid,Normal
Fivio Foreign,Paris to Tokyo
LF SYSTEM,Afraid To Feel
Rema,Calm Down
Rosa Linn,SNAP
Steve Lacy,Bad Habit
TINI,La Loto
Yung Gravy,Betty
Ana Castela,Pipoco
Calvin Harris,Stay With Me
Lizzo,2 Be Loved
Nessa Barrett,die first
Pritam,Kesariya
The Weeknd,Stargirl Interlude
j-hope,Arson
thasup,s!r!
Billie Eilish,TV
Billie Eilish,The 30th
Central Cee,Doja
Chris Brown,Under The Influence
Duki,GIVENCHY
Ezhel,Nerdesin
Grupo Marca Registrada,El Rescate
Lana Del Rey,Summertime Sadness
Luísa Sonza,CACHORRINHAS
Mac Miller,Love Lost
Marília Mendonça,Te Amo Demais
Rex Orange County,THE SHADE
Russ,Are You Entertained
Seafret,Atlantis
Beyoncé,ALIEN SUPERSTAR
Beyoncé,ALL UP IN YOUR MIND
Beyoncé,AMERICA HAS A PROBLEM
Beyoncé,CHURCH GIRL
Beyoncé,COZY
Beyoncé,CUFF IT
Beyoncé,ENERGY
Beyoncé,HEATED
Beyoncé,I'M THAT GIRL
Beyoncé,MOVE
Beyoncé,PLASTIC OFF THE SOFA
Beyoncé,PURE/HONEY
Beyoncé,SUMMER RENAISSANCE
Beyoncé,THIQUE
Beyoncé,VIRGO'S GROOVE
NAV,Never Sleep (with Lil Baby
ROSALÍA,DESPECHÁ
DJ Khaled,STAYING ALIVE
Feid,Si Te La Encuentras Por Ahí
Kanye West,Heartless
Rels B,cómo dormiste?
Sofia Carson,Come Back Home
benny blanco,Bad Decisions
Beach Weather,"Sex, Drugs, Etc."
Black Eyed Peas,DON'T YOU WORRY
Ghost,Mary On A Cross
Kordhell,Murder In My Mind
La Adictiva,JGL
Luar La L,Caile
NewJeans,Attention
NewJeans,Hype Boy
Nicki Minaj,Super Freaky Girl
Rauw Alejandro,LOKERA
BLACKPINK,Pink Venom
Feid,Feliz Cumpleaños Ferxxo
IVE,After LIKE
Nina Chuba,Wildberry Lillet
Peso Pluma,Siempre Pendientes
Armani White,BILLIE EILISH.
Coldplay,Viva La Vida
DJ Khaled,BEAUTIFUL
DJ Khaled,BIG TIME
DJ Khaled,GOD DID
David Guetta,I'm Good
Elton John,Hold Me Closer
JVKE,golden hour
Joji,YUKON
KAROL G,GATÚBELA
Lil Tjay,Beat the Odds
TWICE,Talk that Talk
Anuel AA,Mercedes Tintia
Eliza Rose,B.O.T.A. (Baddest Of Them All) - Edit
Fujii Kaze,Shinunoga E-Wa
Gorillaz,New Gold
Kanye West,Bound 2
Lil Baby,Detox
Mc Paiva ZS,Casei Com a Putaria
Oxlade,KU LO SA - A COLORS SHOW
Quevedo,SIN SEÑAL
Romeo Santos,El Pañuelo
Yeat,Talk
d4vd,Romantic Homicide
Coldplay,Sparks
Keane,Somewhere Only We Know
Lewis Capaldi,Forget Me
Quevedo,VISTA AL MAR
Steve Lacy,Static
Zach Bryan,Something in the Orange
BLACKPINK,Hard to Love
BLACKPINK,Ready For Love
BLACKPINK,Shut Down
BLACKPINK,Tally
BLACKPINK,The Happiest Girl
BLACKPINK,Typa Girl
BLACKPINK,Yeah Yeah Yeah
Feid,Prohibidox
Maria Becerra,AUTOMÁTICO
Montell Fish,Hotel
Omar Apollo,Evergreen
Paulo Londra,Party en el Barrio
Crush,Rush Hour
Grupo Frontera,NO SE VA - EN VIVO
Lil Nas X,STAR WALKIN'
Luciano,Bamba
Pablito Pesadilla,BABY OTAKU
Pineapple StormTv,Poesia Acústica 13
Rosa Walton,I Really Want to Stay at Your House
Sam Smith,Unholy
Dean Lewis,How Do I Say Goodbye
Dedublüman,Belki
Ed Sheeran,Celestial
Eminem,Superman
Tate McRae,uh oh
Wisin & Yandel,Besos Moja2
Yohani,Manike
Gustavo Mioto,Eu Gosto Assim - Ao Vivo
Måneskin,THE LONELIEST
Oliver Tree,Miss You - Bonus Track
Rauw Alejandro,PUNTO 40
Stray Kids,CASE 143
southstar,Miss You
Eminem,Mockingbird
Hotel Ugly,Shut up My Moms Calling
Kenshi Yonezu,KICK BACK
Lil Baby,California Breeze
Lil Baby,Not Finished
Lil Baby,Pop Out
Lil Baby,Real Spill
Lil Yachty,Poland
Marshmello,Bye Bye
Ozuna,Hey Mor
blink-182,EDGING
(G)I-DLE,Nxde
Arctic Monkeys,I Ain’t Quite Where I Think I Am
JHAYCO,En La De Ella
LE SSERAFIM,ANTIFRAGILE
Lil Uzi Vert,Just Wanna Rock
Meghan Trainor,Made You Look
Shakira,Monotonía
Taylor Swift,Anti-Hero
Taylor Swift,Bejeweled
Taylor Swift,Bigger Than The Whole Sky
Taylor Swift,Dear Reader
Taylor Swift,Glitch
Taylor Swift,High Infidelity
Taylor Swift,Karma
Taylor Swift,Labyrinth
Taylor Swift,Lavender Haze
Taylor Swift,Maroon
Taylor Swift,Mastermind
Taylor Swift,Midnight Rain
Taylor Swift,Paris
Taylor Swift,Question...?
Taylor Swift,Snow On The Beach
Taylor Swift,Sweet Nothing
Taylor Swift,The Great War
Taylor Swift,Vigilante Shit
Taylor Swift,"Would've, Could've, Should've"
Taylor Swift,"You're On Your Own, Kid"
Jin,The Astronaut
Juice WRLD,In My Head
Katy Perry,Dark Horse
Morat,Salir Con Vida
Rihanna,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By
SZA,Shirt
The Citizens of Halloween,This Is Halloween
d4vd,Here With Me
21 Savage,3AM on Glenwood
Aerosmith,Dream On
Drake,BackOutsideBoyz
Drake,Broke Boys
Drake,Circo Loco
Drake,Hours In Silence
Drake,I Guess It’s Fuck Me
Drake,Jumbotron Shit Poppin
Drake,Major Distribution
Drake,Middle of the Ocean
Drake,More M’s
Drake,On BS
Drake,Privileged Rappers
Drake,Pussy & Millions
Drake,Rich Flex
Drake,Spin Bout U
Drake,Treacherous Twins
Joji,1AM FREESTYLE
Joji,Before The Day Is Over
Joji,Die For You
Joji,Dissolve
Joji,Feeling Like The End
Joji,NIGHT RIDER
Mora,APA
Mora,CALENTÓN
Mora,DOMINGO DE BOTE
Paulo Londra,A Veces
Quevedo,PUNTO G
Selena Gomez,My Mind & Me
TWISTED,WORTH NOTHING
Freddie Dredd,Limbo
Guilherme & Benuto,Haja Colírio
Israel & Rodolffo,Bombonzinho - Ao Vivo
MC MENOR HR,Evoque Prata
Rihanna,Born Again
ThxSoMch,SPIT IN MY FACE!
Tiësto,10:35
Bizarrap,"Duki: Bzrp Music Sessions, Vol. 50"
Eladio Carrion,Mbappe
Foudeqush,Con La Brisa
Jung Kook,Dreamers
KAROL G,CAIRO
King,Maan Meri Jaan
MEDUZA,Bad Memories
Pharrell Williams,Down In Atlanta
Yuridia,Qué Agonía
Bellakath,Gatita
Lady Gaga,Bloody Mary
RAYE,Escapism.
Arcángel,La Jumpa
Dj LK da Escócia,Tubarão Te Amo
Mert Demir,Antidepresan
Metro Boomin,All The Money (with Gunna)
Metro Boomin,Around Me
Metro Boomin,Creepin'
Metro Boomin,Feel The Fiyaaaah (with A$AP Rocky &
Metro Boomin,I Can't Save You (Interlude) [with Future &
Metro Boomin,Lock On Me
Metro Boomin,Metro Spider
Metro Boomin,Niagara Falls (Foot or 2)
Metro Boomin,On Time
Metro Boomin,Raindrops (Insane)
Metro Boomin,Superhero (Heroes & Villains)
Metro Boomin,Too Many Nights
Metro Boomin,Trance
Metro Boomin,Umbrella
Metro Boomin,Walk Em Down (Don't Kill Civilians) [with 21 Savage &
RM,Still Life
RM,Wild Flower
Stephen Sanchez,Until I Found You (with Em Beihold) - Em Beihold Version
Lana Del Rey,Did you know that there's a tunnel under Ocean Blvd
Miguel,Sure Thing
Nat King Cole,Deck The Hall
SZA,Blind
SZA,Conceited
SZA,F2F
SZA,Far
SZA,Ghost in the Machine
SZA,Gone Girl
SZA,Kill Bill
SZA,Love Language
SZA,Low
SZA,Nobody Gets Me
SZA,Notice Me
SZA,Open Arms
SZA,SOS
SZA,Seek & Destroy
SZA,Smoking on my Ex Pack
SZA,Snooze
SZA,Special
SZA,Too Late
SZA,Used
Bing Crosby,Winter Wonderland - Remastered
Central Cee,LET GO
Feid,CHORRITO PA LAS ANIMAS
Frank Sinatra,Have Yourself A Merry Little Christmas - Remastered 1999
Grupo Frontera,No Se Va - EN VIVO
INTERWORLD,METAMORPHOSIS
Juice WRLD,Face 2 Face
NewJeans,Ditto
Quevedo,PLAYA DEL INGLÉS
Bing Crosby,Mele Kalikimaka - Single Version
Burl Ives,Rudolph The Red-Nosed Reindeer
Cris Mj,Marisola - Remix
Elvis Presley,Here Comes Santa Claus
Ñengo Flow,Gato de Noche
Carin Leon,Que Vuelvas
Fuerza Regida,Bebe Dame
Marília Mendonça,Leão
New West,Those Eyes
NewJeans,OMG
RAYE,Escapism. - Sped Up
Tory Lanez,The Color Violet
Bizarrap,"Shakira: Bzrp Music Sessions, Vol. 53"
MC K.K,Agudo Mágico 3
Natanael Cano,AMG
PinkPantheress,Boy's a Liar
Skrillex,Rumble
Yandel,Yandel 150
AYLIVA,Sie weiß
Fuerza Regida,Billete Grande
Libianca,People
Mac DeMarco,Heart To Heart
Miley Cyrus,Flowers
Miley Cyrus,Party In The U.S.A.
Oscar Maydon,Fin de Semana
Sabrina Carpenter,Nonsense
TAEYANG,VIBE
Coi Leray,Players
DJ Jeeh FDC,Puta Mexicana
Fuerza Regida,Ch y la Pizza
Quevedo,AHORA QUÉ
Quevedo,WANDA
TINI,Muñecas
TWICE,MOONLIGHT SUNRISE
Trippie Redd,KNIGHT CRAWLER
Udo Lindenberg,Komet
Baby Tate,"Hey, Mickey!"
LiL CaKe,MERCHO
Peso Pluma,PRC
ROSALÍA,LLYLM
Sam Smith,I'm Not Here To Make Friends
TOMORROW X TOGETHER,Sugar Rush Ride
TOMORROW X TOGETHER,Tinnitus
The Kid LAROI,LOVE AGAIN
Vishal-Shekhar,Besharam Rang
Vishal-Shekhar,Jhoome Jo Pathaan
El Chachito,En Paris
KAROL G,X SI VOLVEMOS
Kaifi Khalil,Kahani Suno 2.0
Léo Santana,Zona De Perigo
Morgan Wallen,Last Night
P!nk,TRUSTFALL
PinkPantheress,Boy's a liar Pt. 2
Ayra Starr,Rush
Chino Pacas,El Gordo Trae El Mando
Lazza,CENERE
Linkin Park,Lost
Luke Combs,Love You Anyway
Madame,IL BENE NEL MALE
Mahalini,Sial
Marco Mengoni,Due Vite
Mr.Rain,SUPEREROI
Rihanna,Bitch Better Have My Money
Rihanna,Diamonds
Rihanna,Don't Stop The Music
Rihanna,Only Girl
Rihanna,S&M
Rihanna,Stay
Rihanna,Umbrella
Rihanna,We Found Love
Rihanna,Where Have You Been
